ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
6650,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
6651,33,technician,married,secondary,no,5083,no,no,cellular,27,oct,161,1,96,2,other,no
6652,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,unknown,yes
6653,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,119,1,-1,0,unknown,yes
6654,38,management,married,tertiary,no,2656,no,no,cellular,8,jul,230,2,-1,0,unknown,no
6655,34,management,married,secondary,no,-311,yes,no,unknown,27,may,305,2,-1,0,unknown,no
6656,33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown,yes
6657,32,technician,single,tertiary,no,388,no,no,cellular,29,apr,250,3,-1,0,unknown,yes
6658,31,management,married,tertiary,no,477,yes,no,cellular,21,nov,77,5,-1,0,unknown,no
6659,44,unemployed,married,tertiary,no,1151,yes,no,unknown,5,jun,127,2,-1,0,unknown,no
6660,28,student,single,tertiary,no,61,yes,no,cellular,16,jul,401,8,-1,0,unknown,no
6661,46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,-1,0,unknown,yes
6662,29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown,yes
6663,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
6664,30,student,single,tertiary,no,2539,no,no,telephone,5,mar,199,5,-1,0,unknown,yes
6665,59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,-1,0,unknown,yes
6666,29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no
6667,27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
6668,38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,-1,0,unknown,no
6669,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes
6670,32,services,married,secondary,no,0,no,no,cellular,31,jul,105,6,-1,0,unknown,no
6671,30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
6672,45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,unknown,no
6673,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,yes
6674,29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,yes
6675,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other,yes
6676,31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,unknown,no
6677,23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
6678,39,admin.,divorced,secondary,no,728,yes,yes,cellular,18,oct,222,1,-1,0,unknown,yes
6679,30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no
6680,32,admin.,single,secondary,no,184,yes,no,unknown,8,may,230,4,-1,0,unknown,no
6681,51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no
6682,44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other,no
6683,53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,yes
6684,85,retired,married,unknown,no,1934,no,no,telephone,12,jan,140,1,-1,0,unknown,no
6685,54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,no
6686,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
6687,31,unemployed,single,secondary,no,2616,no,no,cellular,21,may,374,1,185,2,other,yes
6688,32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
6689,25,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,2,-1,0,unknown,yes
6690,81,retired,married,primary,no,243,no,no,cellular,27,oct,131,1,-1,0,unknown,yes
6691,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,yes
6692,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
6693,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown,no
6694,32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
6695,35,technician,single,secondary,no,365,yes,no,unknown,8,may,256,2,-1,0,unknown,no
6696,42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,yes
6697,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
6698,29,admin.,single,secondary,no,900,yes,no,unknown,14,may,339,1,-1,0,unknown,no
6699,27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,525,2,-1,0,unknown,yes
6700,46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other,yes
6701,31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no
6702,45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,unknown,no
6703,43,admin.,married,secondary,no,132,no,no,cellular,17,mar,220,1,-1,0,unknown,yes
6704,26,management,single,tertiary,no,9447,no,no,cellular,4,sep,113,1,100,2,other,no
6705,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes
6706,32,housemaid,married,primary,no,1349,yes,no,cellular,7,aug,132,2,-1,0,unknown,no
6707,31,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no
6708,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,unknown,no
6709,46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,no
6710,34,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374,10,-1,0,unknown,yes
6711,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
6712,39,management,married,tertiary,no,271,yes,no,cellular,12,aug,1344,1,-1,0,unknown,yes
6713,29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
6714,34,technician,married,secondary,no,294,yes,no,cellular,9,dec,265,1,184,3,success,yes
6715,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,yes
6716,43,technician,married,secondary,no,629,no,no,cellular,5,aug,196,1,-1,0,unknown,no
6717,43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
6718,31,technician,single,secondary,no,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
6719,47,technician,married,secondary,no,19,yes,no,unknown,6,may,105,2,-1,0,unknown,no
6720,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown,yes
6721,42,management,married,tertiary,no,386,yes,no,unknown,7,may,168,1,-1,0,unknown,no
6722,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
6723,35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
6724,44,self-employed,married,primary,no,414,yes,no,cellular,4,feb,138,1,272,2,other,no
6725,31,self-employed,single,tertiary,no,144,yes,no,unknown,16,may,676,1,-1,0,unknown,yes
6726,39,technician,single,unknown,no,0,yes,no,unknown,7,may,130,1,-1,0,unknown,no
6727,57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
6728,40,unemployed,divorced,secondary,no,991,yes,no,unknown,12,jun,316,2,-1,0,unknown,no
6729,45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,-1,0,unknown,yes
6730,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,yes
6731,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes
6732,43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other,yes
6733,30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
6734,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,unknown,no
6735,49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,yes
6736,36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,581,3,-1,0,unknown,no
6737,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,no
6738,26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no
6739,45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
6740,31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,963,2,-1,0,unknown,yes
6741,34,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,81,2,365,1,failure,no
6742,35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,failure,no
6743,59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
6744,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,1,-1,0,unknown,yes
6745,43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown,yes
6746,32,self-employed,married,tertiary,no,1214,no,no,cellular,11,aug,104,2,-1,0,unknown,no
6747,58,management,divorced,primary,no,5914,no,no,unknown,17,jun,69,4,-1,0,unknown,no
6748,35,management,single,tertiary,no,1750,yes,no,cellular,22,oct,422,1,175,4,success,no
6749,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
6750,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,-1,0,unknown,no
6751,31,management,single,tertiary,no,41,yes,no,cellular,18,aug,392,2,-1,0,unknown,no
6752,38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,no
6753,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown,yes
6754,47,services,single,secondary,no,3644,no,no,unknown,9,jun,83,2,-1,0,unknown,no
6755,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,no
6756,43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no
6757,78,retired,married,primary,no,240,no,no,cellular,20,apr,325,1,-1,0,unknown,yes
6758,26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no
6759,34,management,single,tertiary,no,757,no,no,cellular,18,aug,37,4,-1,0,unknown,no
6760,28,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,2,-1,0,unknown,yes
6761,49,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,3,-1,0,unknown,no
6762,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
6763,30,management,married,tertiary,no,-27,yes,no,unknown,27,may,29,2,-1,0,unknown,no
6764,38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
6765,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,yes
6766,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
6767,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
6768,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,no
6769,77,retired,married,primary,no,1492,no,no,telephone,1,sep,663,1,208,2,other,no
6770,58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,unknown,yes
6771,29,services,married,secondary,no,363,yes,no,cellular,15,may,164,1,-1,0,unknown,no
6772,42,admin.,married,secondary,no,534,yes,no,unknown,16,may,139,2,-1,0,unknown,no
6773,52,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,2,-1,0,unknown,no
6774,34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success,yes
6775,57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
6776,26,student,single,secondary,no,655,no,no,cellular,16,sep,190,1,-1,0,unknown,yes
6777,39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151,5,-1,0,unknown,no
6778,31,self-employed,married,tertiary,no,322,yes,no,unknown,8,may,159,1,-1,0,unknown,no
6779,35,technician,single,secondary,no,204,yes,no,cellular,25,may,236,1,-1,0,unknown,yes
6780,32,technician,single,tertiary,no,0,no,no,cellular,20,aug,72,4,-1,0,unknown,no
6781,33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,unknown,no
6782,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
6783,32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,yes
6784,32,admin.,married,secondary,no,205,no,no,cellular,18,jul,197,3,-1,0,unknown,no
6785,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes
6786,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
6787,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
6788,26,student,single,unknown,no,2503,no,no,cellular,30,apr,121,1,63,2,failure,no
6789,32,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560,1,-1,0,unknown,yes
6790,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes
6791,32,management,married,tertiary,no,71,no,no,cellular,2,feb,75,1,-1,0,unknown,no
6792,58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,-1,0,unknown,yes
6793,45,blue-collar,married,secondary,no,521,yes,no,unknown,17,jun,259,3,-1,0,unknown,no
6794,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes
6795,61,management,married,tertiary,no,267,no,no,cellular,21,oct,192,3,184,1,success,yes
6796,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,yes
6797,28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
6798,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
6799,33,management,married,tertiary,no,584,yes,no,cellular,7,aug,269,3,-1,0,unknown,no
6800,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,yes
6801,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
6802,37,management,single,tertiary,no,427,yes,no,unknown,20,may,121,1,-1,0,unknown,no
6803,53,retired,married,secondary,no,303,yes,no,unknown,6,may,593,2,-1,0,unknown,no
6804,44,housemaid,married,primary,no,-156,no,yes,cellular,30,jul,1211,2,-1,0,unknown,yes
6805,39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,3,-1,0,unknown,yes
6806,47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
6807,37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,unknown,yes
6808,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,yes
6809,26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,yes
6810,25,student,single,secondary,no,108,no,no,cellular,29,apr,305,3,-1,0,unknown,yes
6811,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,no
6812,34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,-1,0,unknown,yes
6813,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown,yes
6814,51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
6815,49,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,225,1,82,1,success,no
6816,34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,no
6817,40,services,divorced,secondary,no,160,no,no,cellular,14,jul,123,3,-1,0,unknown,no
6818,34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
6819,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
6820,33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
6821,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown,no
6822,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes
6823,57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,no
6824,36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,yes
6825,54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success,yes
6826,25,admin.,single,secondary,no,184,no,yes,telephone,11,jul,437,7,-1,0,unknown,no
6827,43,services,married,secondary,no,2478,yes,no,cellular,28,jan,347,1,230,1,failure,no
6828,33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
6829,47,entrepreneur,married,secondary,no,0,no,no,unknown,19,jun,563,2,-1,0,unknown,no
6830,30,student,single,tertiary,no,7529,no,no,cellular,19,oct,328,1,-1,0,unknown,yes
6831,28,student,single,tertiary,no,221,yes,no,cellular,15,may,176,1,-1,0,unknown,no
6832,37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
6833,32,admin.,married,secondary,no,1661,yes,no,cellular,5,feb,76,1,209,2,failure,no
6834,32,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,-1,0,unknown,no
6835,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
6836,28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no
6837,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,yes
6838,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,yes
6839,45,blue-collar,married,unknown,no,-320,yes,no,unknown,28,may,204,3,-1,0,unknown,no
6840,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,yes
6841,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
6842,55,technician,married,unknown,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,unknown,no
6843,35,unemployed,married,secondary,no,759,no,no,cellular,19,nov,556,3,-1,0,unknown,no
6844,50,services,married,secondary,no,1321,no,no,unknown,17,jun,271,2,-1,0,unknown,no
6845,44,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,2,-1,0,unknown,yes
6846,48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes
6847,38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no
6848,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
6849,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
6850,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
6851,29,technician,single,secondary,no,18,no,no,cellular,3,feb,206,3,-1,0,unknown,no
6852,37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,yes
6853,45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,yes
6854,36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,yes
6855,33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
6856,77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,2,187,1,success,no
6857,34,management,married,tertiary,no,3031,no,no,cellular,14,aug,94,6,-1,0,unknown,no
6858,40,technician,married,secondary,no,503,yes,no,unknown,14,may,127,3,-1,0,unknown,no
6859,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no
6860,35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,1,-1,0,unknown,no
6861,40,management,married,tertiary,no,2487,no,no,cellular,30,apr,126,1,-1,0,unknown,no
6862,65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,-1,0,unknown,yes
6863,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
6864,42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,unknown,yes
6865,46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,1,failure,no
6866,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,no
6867,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,-1,0,unknown,no
6868,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
